0	2
1	0
2	1
3	8
4	47
5	470
6	159
7	153
8	177
9	264
10	949
11	6430
12	46914
13	666
14	145
15	147
16	192
17	133
18	139
19	121
20	210
21	172
22	196
23	256
24	161
25	150
26	174
27	159
28	139
29	178
30	203
31	214
32	225
33	212
34	237
35	307
36	243
37	267
38	303
39	297
40	348
41	399
42	423
43	500
44	560
45	629
46	687
47	756
48	805
49	910
50	1049
51	1114
52	1184
53	1176
54	1207
55	1213
56	1268
57	1262
58	1287
59	1361
60	1473
61	1427
62	1458
63	1451
64	1477
65	1515
66	1297
67	1482
68	1408
69	1477
70	1555
71	1732
72	2430
73	3634
74	5988
75	9705
76	14578
77	17842
78	17369
79	14425
80	9854
81	6019
82	3468
83	2097
84	1178
85	765
86	467
87	277
88	199
89	158
90	93
91	72
92	66
93	55
94	28
95	26
96	24
97	20
98	17
99	18
100	13
101	10
102	9
103	5
104	10
105	3
106	4
107	4
108	3
109	1
110	1
111	0
112	0
113	1
114	0
115	0
116	0
117	0
118	0
119	1
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	2
140	0
141	0
142	1
143	1
144	0
145	0
146	0
147	0
148	2
149	0
150	0
151	2
152	0
153	0
154	2
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	1
164	0
165	0
166	1
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	4
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	2
200	264
