0	1
1	0
2	1
3	4
4	19
5	77
6	53
7	81
8	131
9	178
10	357
11	1282
12	8584
13	53013
14	798
15	154
16	135
17	123
18	133
19	148
20	153
21	182
22	196
23	186
24	203
25	207
26	249
27	257
28	244
29	251
30	307
31	321
32	383
33	362
34	445
35	450
36	488
37	553
38	626
39	650
40	713
41	763
42	839
43	931
44	982
45	1132
46	1113
47	1182
48	1255
49	1313
50	1414
51	1616
52	2096
53	2879
54	3470
55	2880
56	2968
57	4226
58	7655
59	13665
60	21778
61	25179
62	23134
63	17857
64	12174
65	8097
66	5491
67	4069
68	3135
69	2385
70	1782
71	1125
72	767
73	569
74	380
75	281
76	196
77	171
78	103
79	107
80	72
81	79
82	60
83	38
84	27
85	20
86	16
87	17
88	9
89	8
90	6
91	2
92	2
93	3
94	0
95	0
96	0
97	1
98	2
99	0
100	1
101	1
102	0
103	1
104	1
105	1
106	0
107	0
108	1
109	1
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	2
199	0
200	8
