0	15
1	3
2	4
3	16
4	52
5	676
6	145
7	119
8	129
9	180
10	220
11	232
12	312
13	518
14	289
15	305
16	463
17	948
18	3391
19	14028
20	45449
21	1211
22	249
23	239
24	295
25	208
26	171
27	203
28	224
29	182
30	217
31	255
32	249
33	290
34	289
35	329
36	356
37	365
38	411
39	451
40	440
41	526
42	620
43	698
44	794
45	968
46	1073
47	1236
48	1486
49	1581
50	1677
51	1786
52	1671
53	1728
54	1639
55	1783
56	1673
57	1793
58	1822
59	2017
60	2044
61	2334
62	2768
63	3559
64	5751
65	9532
66	15452
67	22314
68	25833
69	24392
70	19189
71	12953
72	8580
73	5262
74	3107
75	1724
76	1202
77	896
78	624
79	526
80	417
81	403
82	340
83	218
84	222
85	162
86	142
87	125
88	127
89	106
90	118
91	88
92	67
93	64
94	68
95	60
96	62
97	61
98	56
99	43
100	33
101	48
102	31
103	24
104	35
105	22
106	20
107	17
108	14
109	23
110	22
111	17
112	8
113	10
114	12
115	7
116	8
117	5
118	1
119	0
120	0
121	0
122	1
123	0
124	1
125	2
126	0
127	2
128	0
129	1
130	2
131	0
132	0
133	4
134	0
135	2
136	1
137	1
138	0
139	1
140	0
141	0
142	3
143	4
144	0
145	0
146	0
147	0
148	3
149	0
150	1
151	0
152	0
153	0
154	1
155	1
156	0
157	1
158	0
159	1
160	0
161	0
162	0
163	5
164	1
165	1
166	0
167	9
168	1
169	1
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	5
178	0
179	0
180	0
181	0
182	0
183	0
184	1
185	4
186	0
187	6
188	0
189	2
190	0
191	1
192	1
193	0
194	0
195	0
196	0
197	2
198	0
199	8
200	601
