0	1
1	0
2	2
3	11
4	36
5	416
6	93
7	83
8	111
9	163
10	436
11	2835
12	19563
13	323
14	103
15	103
16	156
17	72
18	93
19	109
20	182
21	112
22	110
23	186
24	111
25	111
26	118
27	90
28	72
29	77
30	105
31	83
32	90
33	114
34	94
35	111
36	105
37	115
38	127
39	147
40	140
41	167
42	170
43	189
44	213
45	269
46	338
47	339
48	429
49	494
50	575
51	656
52	737
53	910
54	1000
55	1194
56	1388
57	1823
58	2542
59	3736
60	6419
61	10939
62	17098
63	21488
64	22282
65	19274
66	13950
67	9544
68	5663
69	3397
70	2046
71	1176
72	886
73	667
74	525
75	472
76	486
77	419
78	374
79	307
80	235
81	196
82	139
83	120
84	97
85	74
86	65
87	29
88	27
89	23
90	27
91	26
92	19
93	13
94	8
95	6
96	9
97	11
98	3
99	3
100	7
101	3
102	2
103	5
104	2
105	3
106	3
107	0
108	0
109	0
110	2
111	0
112	0
113	0
114	0
115	1
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	32
