0	0
1	0
2	1
3	14
4	480
5	22201
6	71
7	35
8	61
9	51
10	60
11	85
12	153
13	171
14	75
15	77
16	74
17	84
18	64
19	64
20	96
21	95
22	69
23	80
24	127
25	89
26	101
27	128
28	98
29	109
30	133
31	149
32	158
33	172
34	185
35	216
36	220
37	264
38	250
39	295
40	329
41	302
42	310
43	319
44	334
45	294
46	277
47	284
48	274
49	293
50	311
51	273
52	283
53	285
54	285
55	288
56	297
57	282
58	301
59	313
60	315
61	330
62	341
63	390
64	439
65	478
66	594
67	650
68	827
69	1042
70	1442
71	2481
72	3780
73	6391
74	8122
75	10799
76	8223
77	8072
78	5726
79	4426
80	2649
81	1555
82	902
83	542
84	258
85	256
86	198
87	153
88	63
89	64
90	31
91	49
92	21
93	10
94	16
95	11
96	14
97	9
98	4
99	2
100	4
101	3
102	5
103	2
104	1
105	2
106	0
107	2
108	1
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	1
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	1
149	0
150	0
151	0
152	0
153	0
154	1
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	1
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	85
