0	0
1	0
2	0
3	0
4	16
5	294
6	13
7	15
8	20
9	31
10	117
11	210
12	864
13	5610
14	101
15	15
16	13
17	14
18	12
19	11
20	18
21	13
22	21
23	19
24	13
25	12
26	19
27	11
28	8
29	10
30	9
31	19
32	17
33	19
34	14
35	21
36	17
37	16
38	20
39	17
40	13
41	22
42	23
43	29
44	30
45	27
46	43
47	52
48	63
49	61
50	63
51	67
52	76
53	93
54	88
55	91
56	118
57	129
58	122
59	110
60	105
61	111
62	116
63	142
64	131
65	165
66	178
67	184
68	194
69	241
70	299
71	364
72	507
73	839
74	1253
75	1598
76	1842
77	1882
78	1658
79	1452
80	1184
81	780
82	582
83	346
84	226
85	131
86	79
87	59
88	31
89	26
90	13
91	8
92	4
93	4
94	2
95	2
96	3
97	2
98	0
99	0
100	0
101	2
102	1
103	0
104	0
105	1
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	43
