0	3
1	1
2	8
3	41
4	1015
5	40583
6	136
7	106
8	119
9	131
10	189
11	417
12	206
13	188
14	139
15	147
16	132
17	130
18	129
19	121
20	157
21	175
22	155
23	109
24	139
25	118
26	148
27	140
28	155
29	141
30	152
31	161
32	173
33	192
34	204
35	192
36	203
37	206
38	259
39	301
40	305
41	340
42	354
43	488
44	488
45	486
46	630
47	701
48	738
49	786
50	793
51	843
52	913
53	833
54	942
55	912
56	879
57	892
58	907
59	992
60	930
61	976
62	1027
63	1025
64	1100
65	1186
66	1464
67	1770
68	2102
69	3047
70	3952
71	5910
72	9375
73	14687
74	19989
75	23065
76	23549
77	19717
78	14168
79	10851
80	7068
81	4251
82	2808
83	1626
84	1227
85	867
86	563
87	457
88	391
89	273
90	214
91	148
92	120
93	119
94	99
95	70
96	76
97	68
98	65
99	48
100	62
101	50
102	37
103	43
104	54
105	46
106	42
107	49
108	25
109	37
110	20
111	30
112	22
113	20
114	14
115	14
116	11
117	7
118	1
119	0
120	0
121	1
122	0
123	0
124	1
125	6
126	0
127	1
128	0
129	0
130	8
131	1
132	0
133	4
134	1
135	2
136	0
137	2
138	0
139	6
140	0
141	0
142	6
143	6
144	0
145	0
146	0
147	0
148	7
149	0
150	2
151	4
152	0
153	0
154	2
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	3
164	0
165	0
166	0
167	7
168	0
169	0
170	0
171	1
172	0
173	0
174	0
175	0
176	0
177	4
178	0
179	1
180	0
181	0
182	4
183	0
184	1
185	6
186	0
187	3
188	0
189	0
190	1
191	1
192	0
193	1
194	1
195	0
196	0
197	1
198	0
199	6
200	1315
