0	0
1	0
2	0
3	4
4	32
5	565
6	55
7	52
8	63
9	113
10	400
11	1618
12	10970
13	273
14	59
15	55
16	52
17	43
18	50
19	49
20	52
21	58
22	35
23	38
24	41
25	39
26	41
27	48
28	35
29	46
30	47
31	42
32	33
33	54
34	49
35	49
36	48
37	46
38	52
39	57
40	72
41	61
42	72
43	90
44	100
45	113
46	96
47	125
48	145
49	171
50	172
51	190
52	207
53	215
54	209
55	240
56	229
57	244
58	215
59	249
60	267
61	224
62	263
63	263
64	270
65	251
66	271
67	302
68	314
69	311
70	365
71	378
72	428
73	493
74	617
75	931
76	1487
77	2423
78	3456
79	4720
80	5426
81	5353
82	4751
83	3863
84	2874
85	2016
86	1308
87	876
88	616
89	408
90	296
91	177
92	139
93	99
94	85
95	68
96	42
97	20
98	16
99	11
100	13
101	6
102	6
103	4
104	1
105	4
106	2
107	3
108	2
109	2
110	1
111	2
112	1
113	1
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	1
125	0
126	2
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	1
139	0
140	0
141	0
142	0
143	0
144	1
145	0
146	0
147	0
148	2
149	0
150	0
151	2
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	1
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	2
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	157
